投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
2,フォーク,127km/h,ボール  [ワンバウンド],小川 泰弘,宮﨑 敏郎,0-0,●●
3,カットボール,136km/h,ボール,小川 泰弘,宮﨑 敏郎,0-0,●●
4,カットボール,140km/h,遊併打,小川 泰弘,宮﨑 敏郎,0-0,●●
1,ストレート,143km/h,左安,小川 泰弘,ソト,0-0,●●
1,スライダー,129km/h,左飛,小川 泰弘,嶺井 博希,0-0,●●●
1,ストレート,142km/h,ボール,大貫 晋一,小川 泰弘,0-0,●
2,ストレート,143km/h,ボール  [セーフティバント、バント構え],大貫 晋一,小川 泰弘,0-0,●
3,ストレート,139km/h,見逃し,大貫 晋一,小川 泰弘,0-0,●
4,ストレート,143km/h,見逃し,大貫 晋一,小川 泰弘,0-0,●
5,スプリット,137km/h,ファウル,大貫 晋一,小川 泰弘,0-0,●
6,ツーシーム,144km/h,三ゴロ  [詰り、バット折れる、ボテボテ],大貫 晋一,小川 泰弘,0-0,●
1,カーブ,115km/h,見逃し,大貫 晋一,塩見 泰隆,0-0,●●
2,スライダー,129km/h,空振り,大貫 晋一,塩見 泰隆,0-0,●●
3,ストレート,146km/h,右飛,大貫 晋一,塩見 泰隆,0-0,●●
1,カーブ,117km/h,ボール  [ワンバウンド],大貫 晋一,山崎 晃大朗,0-0,●●●
2,ストレート,142km/h,中飛,大貫 晋一,山崎 晃大朗,0-0,●●●
1,チェンジアップ,122km/h,見逃し,小川 泰弘,森 敬斗,0-0,●
2,カットボール,141km/h,ファウル,小川 泰弘,森 敬斗,0-0,●
3,ストレート,143km/h,ファウル,小川 泰弘,森 敬斗,0-0,●
4,チェンジアップ,129km/h,ファウル,小川 泰弘,森 敬斗,0-0,●
5,スライダー,131km/h,ボール,小川 泰弘,森 敬斗,0-0,●
6,ストレート,143km/h,ファウル,小川 泰弘,森 敬斗,0-0,●
7,カットボール,140km/h,ファウル,小川 泰弘,森 敬斗,0-0,●
8,ストレート,145km/h,ボール,小川 泰弘,森 敬斗,0-0,●
9,ストレート,145km/h,ファウル,小川 泰弘,森 敬斗,0-0,●
10,チェンジアップ,121km/h,中飛  [泳ぎ],小川 泰弘,森 敬斗,0-0,●
1,ストレート,142km/h,見逃し,小川 泰弘,大貫 晋一,0-0,●●
2,ナックルカーブ,116km/h,見逃し,小川 泰弘,大貫 晋一,0-0,●●
3,フォーク,128km/h,ボール,小川 泰弘,大貫 晋一,0-0,●●
4,ストレート,145km/h,ファウル,小川 泰弘,大貫 晋一,0-0,●●
5,ストレート,142km/h,ファウル,小川 泰弘,大貫 晋一,0-0,●●
6,ストレート,145km/h,空三振,小川 泰弘,大貫 晋一,0-0,●●
1,ナックルカーブ,114km/h,見逃し,小川 泰弘,桑原 将志,0-0,●●
2,チェンジアップ,112km/h,ボール,小川 泰弘,桑原 将志,0-0,●●
3,ストレート,144km/h,ファウル,小川 泰弘,桑原 将志,0-0,●●
4,チェンジアップ,123km/h,ボール  [ワンバウンド],小川 泰弘,桑原 将志,0-0,●●
5,ストレート,143km/h,ファウル,小川 泰弘,桑原 将志,0-0,●●
6,ストレート,145km/h,ファウル,小川 泰弘,桑原 将志,0-0,●●
7,カットボール,142km/h,ファウル,小川 泰弘,桑原 将志,0-0,●●
8,ナックルカーブ,118km/h,ファウル,小川 泰弘,桑原 将志,0-0,●●
9,フォーク,130km/h,ボール  [ワンバウンド],小川 泰弘,桑原 将志,0-0,●●
10,フォーク,130km/h,遊失  [バットの先],小川 泰弘,桑原 将志,0-0,●●
1,ストレート,139km/h,ボール,小川 泰弘,関根 大気,0-0,●●●
2,スライダー,-,ボール,小川 泰弘,関根 大気,0-0,●●●
1,ツーシーム,141km/h,ボール,大貫 晋一,山田 哲人,0-0,●
2,スプリット,136km/h,空振り,大貫 晋一,山田 哲人,0-0,●
3,スライダー,128km/h,ファウル,大貫 晋一,山田 哲人,0-0,●
4,ストレート,145km/h,ファウル,大貫 晋一,山田 哲人,0-0,●
5,ストレート,146km/h,見三振  [全く反応できず],大貫 晋一,山田 哲人,0-0,●
1,ストレート,144km/h,見逃し,大貫 晋一,村上 宗隆,0-0,●●
2,ストレート,141km/h,ボール,大貫 晋一,村上 宗隆,0-0,●●
3,ストレート,143km/h,ボール,大貫 晋一,村上 宗隆,0-0,●●
4,ストレート,144km/h,ファウル,大貫 晋一,村上 宗隆,0-0,●●
5,スプリット,139km/h,ファウル,大貫 晋一,村上 宗隆,0-0,●●
6,スライダー,131km/h,左飛,大貫 晋一,村上 宗隆,0-0,●●
1,スライダー,129km/h,二飛,大貫 晋一,オスナ,0-0,●●●
1,チェンジアップ,119km/h,見逃し,小川 泰弘,関根 大気,0-0,
2,フォーク,127km/h,空振り,小川 泰弘,関根 大気,0-0,
3,フォーク,127km/h,右安  [泳ぎ],小川 泰弘,関根 大気,0-0,
1,スライダー,129km/h,ボール,小川 泰弘,佐野 恵太,0-0,●
2,チェンジアップ,121km/h,ボール,小川 泰弘,佐野 恵太,0-0,●
3,ストレート,144km/h,ボール,小川 泰弘,佐野 恵太,0-0,●
4,ストレート,144km/h,見逃し,小川 泰弘,佐野 恵太,0-0,●
5,ストレート,144km/h,中飛,小川 泰弘,佐野 恵太,0-0,●
1,ナックルカーブ,115km/h,ファウル,小川 泰弘,牧 秀悟,0-0,●
2,ツーシーム,142km/h,ボール,小川 泰弘,牧 秀悟,0-0,●
3,カットボール,138km/h,ボール,小川 泰弘,牧 秀悟,0-0,●
4,チェンジアップ,109km/h,ファウル,小川 泰弘,牧 秀悟,0-0,●
5,ストレート,144km/h,右安,小川 泰弘,牧 秀悟,0-0,●
1,フォーク,130km/h,ボール,小川 泰弘,宮﨑 敏郎,0-0,●●
2,フォーク,130km/h,見逃し,小川 泰弘,宮﨑 敏郎,0-0,●●
3,ツーシーム,143km/h,見逃し,小川 泰弘,宮﨑 敏郎,0-0,●●
4,フォーク,129km/h,ボール,小川 泰弘,宮﨑 敏郎,0-0,●●
5,フォーク,130km/h,ファウル,小川 泰弘,宮﨑 敏郎,0-0,●●
6,ストレート,144km/h,見三振  [全く反応できず],小川 泰弘,宮﨑 敏郎,0-0,●●
1,ツーシーム,144km/h,ボール,小川 泰弘,ソト,0-0,●●●
2,フォーク,129km/h,空振り  [ワンバウンド],小川 泰弘,ソト,0-0,●●●
3,スライダー,128km/h,ボール,小川 泰弘,ソト,0-0,●●●
4,フォーク,129km/h,ファウル,小川 泰弘,ソト,0-0,●●●
5,ストレート,144km/h,ファウル,小川 泰弘,ソト,0-0,●●●
6,スライダー,130km/h,ボール,小川 泰弘,ソト,0-0,●●●
7,スライダー,130km/h,ファウル,小川 泰弘,ソト,0-0,●●●
8,ストレート,145km/h,左飛,小川 泰弘,ソト,0-0,●●●
1,スプリット,130km/h,見逃し,大貫 晋一,青木 宣親,0-0,
2,ストレート,143km/h,ボール,大貫 晋一,青木 宣親,0-0,
3,ストレート,143km/h,ボール,大貫 晋一,青木 宣親,0-0,
4,カットボール,142km/h,一安  [ライン際、強襲],大貫 晋一,青木 宣親,0-0,
1,ツーシーム,140km/h,見逃し,大貫 晋一,中村 悠平,0-0,●
2,スライダー,128km/h,見逃し,大貫 晋一,中村 悠平,0-0,●
3,ストレート,142km/h,見三振  [全く反応できず],大貫 晋一,中村 悠平,0-0,●
1,ストレート,143km/h,ボール,大貫 晋一,長岡 秀樹,0-0,●
2,ストレート,142km/h,見逃し,大貫 晋一,長岡 秀樹,0-0,●
3,スプリット,135km/h,空振り  [ランエンドヒット、リプレー検証後判定変わらず],大貫 晋一,長岡 秀樹,0-0,●
1,ストレート,143km/h,ボール,大貫 晋一,長岡 秀樹,0-0,●●
2,ストレート,142km/h,見逃し,大貫 晋一,長岡 秀樹,0-0,●●
3,スプリット,135km/h,空振り  [ランエンドヒット、リプレー検証後判定変わらず],大貫 晋一,長岡 秀樹,0-0,●●
4,ストレート,143km/h,ファウル,大貫 晋一,長岡 秀樹,0-0,●●
5,ストレート,144km/h,ファウル,大貫 晋一,長岡 秀樹,0-0,●●
6,カットボール,136km/h,右飛,大貫 晋一,長岡 秀樹,0-0,●●
1,スプリット,135km/h,ボール,大貫 晋一,小川 泰弘,0-0,●●
2,ストレート,141km/h,見逃し,大貫 晋一,小川 泰弘,0-0,●●
3,スプリット,136km/h,ボール  [ワンバウンド],大貫 晋一,小川 泰弘,0-0,●●
1,スプリット,135km/h,ボール,大貫 晋一,小川 泰弘,1-0,●●
2,ストレート,141km/h,見逃し,大貫 晋一,小川 泰弘,1-0,●●
3,スプリット,136km/h,ボール  [ワンバウンド],大貫 晋一,小川 泰弘,1-0,●●
4,ストレート,143km/h,中安,大貫 晋一,小川 泰弘,1-0,●●
1,スライダー,129km/h,見逃し,大貫 晋一,塩見 泰隆,1-0,●●●
2,ストレート,143km/h,遊ゴロ,大貫 晋一,塩見 泰隆,1-0,●●●
1,ストレート,143km/h,見逃し,小川 泰弘,嶺井 博希,1-0,●
2,ストレート,144km/h,ボール,小川 泰弘,嶺井 博希,1-0,●
3,フォーク,128km/h,ボール,小川 泰弘,嶺井 博希,1-0,●
4,ストレート,143km/h,一邪飛,小川 泰弘,嶺井 博希,1-0,●
1,ストレート,144km/h,ファウル,小川 泰弘,森 敬斗,1-0,●
2,カットボール,143km/h,左安,小川 泰弘,森 敬斗,1-0,●
1,スライダー,127km/h,投犠打,小川 泰弘,大貫 晋一,1-0,●●
1,チェンジアップ,120km/h,ファウル,小川 泰弘,桑原 将志,1-0,●●●
2,フォーク,127km/h,ボール  [ワンバウンド],小川 泰弘,桑原 将志,1-0,●●●
3,カットボール,139km/h,一ゴロ,小川 泰弘,桑原 将志,1-0,●●●
1,チェンジアップ,127km/h,ボール,大貫 晋一,山崎 晃大朗,1-0,●
2,スプリット,134km/h,ボール,大貫 晋一,山崎 晃大朗,1-0,●
3,スプリット,134km/h,見逃し  [セーフティバント、バント構え],大貫 晋一,山崎 晃大朗,1-0,●
4,スプリット,134km/h,ボール,大貫 晋一,山崎 晃大朗,1-0,●
5,ストレート,141km/h,見逃し,大貫 晋一,山崎 晃大朗,1-0,●
6,ストレート,143km/h,空三振,大貫 晋一,山崎 晃大朗,1-0,●
1,スプリット,135km/h,ボール,大貫 晋一,山田 哲人,1-0,●●
2,スライダー,128km/h,見逃し,大貫 晋一,山田 哲人,1-0,●●
3,ストレート,146km/h,見逃し,大貫 晋一,山田 哲人,1-0,●●
4,スプリット,139km/h,三ゴロ,大貫 晋一,山田 哲人,1-0,●●
1,スライダー,128km/h,見逃し,大貫 晋一,村上 宗隆,1-0,●●●
2,ストレート,147km/h,ボール,大貫 晋一,村上 宗隆,1-0,●●●
3,ストレート,145km/h,中飛  [フェンス激突、好プレイ],大貫 晋一,村上 宗隆,1-0,●●●
1,ストレート,141km/h,ボール,小川 泰弘,関根 大気,1-0,●
2,チェンジアップ,118km/h,見逃し,小川 泰弘,関根 大気,1-0,●
3,スライダー,130km/h,二ゴロ  [詰り、バット折れる],小川 泰弘,関根 大気,1-0,●
1,スライダー,132km/h,見逃し,小川 泰弘,佐野 恵太,1-0,●●
2,ナックルカーブ,112km/h,ボール  [ワンバウンド],小川 泰弘,佐野 恵太,1-0,●●
3,スライダー,128km/h,二ゴロ,小川 泰弘,佐野 恵太,1-0,●●
1,ストレート,144km/h,見逃し,小川 泰弘,牧 秀悟,1-0,●●●
2,カットボール,142km/h,ボール,小川 泰弘,牧 秀悟,1-0,●●●
3,チェンジアップ,102km/h,見逃し,小川 泰弘,牧 秀悟,1-0,●●●
4,フォーク,128km/h,ボール  [ワンバウンド],小川 泰弘,牧 秀悟,1-0,●●●
5,チェンジアップ,107km/h,遊ゴロ  [バットの先],小川 泰弘,牧 秀悟,1-0,●●●
1,スライダー,132km/h,見逃し,大貫 晋一,オスナ,1-0,
2,スライダー,128km/h,空振り,大貫 晋一,オスナ,1-0,
3,ストレート,142km/h,ボール,大貫 晋一,オスナ,1-0,
4,スライダー,130km/h,ボール,大貫 晋一,オスナ,1-0,
5,スプリット,136km/h,ボール,大貫 晋一,オスナ,1-0,
6,スライダー,130km/h,ファウル,大貫 晋一,オスナ,1-0,
7,スライダー,130km/h,ファウル,大貫 晋一,オスナ,1-0,
8,ストレート,145km/h,四球,大貫 晋一,オスナ,1-0,
1,ストレート,143km/h,見逃し,大貫 晋一,青木 宣親,1-0,●
2,スライダー,127km/h,見逃し,大貫 晋一,青木 宣親,1-0,●
3,ストレート,145km/h,左飛,大貫 晋一,青木 宣親,1-0,●
1,カーブ,117km/h,ボール  [ワンバウンド],大貫 晋一,中村 悠平,1-0,●●
2,スプリット,136km/h,ファウル  [自打球],大貫 晋一,中村 悠平,1-0,●●
3,スライダー,128km/h,中飛,大貫 晋一,中村 悠平,1-0,●●
1,ストレート,143km/h,右２  [ライン際],大貫 晋一,長岡 秀樹,1-0,●●
1,ストレート,144km/h,ボール,大貫 晋一,小川 泰弘,1-0,●●●
2,ストレート,142km/h,見逃し,大貫 晋一,小川 泰弘,1-0,●●●
3,ストレート,143km/h,空振り,大貫 晋一,小川 泰弘,1-0,●●●
4,スプリット,137km/h,三ゴロ  [バットの先、ライン際],大貫 晋一,小川 泰弘,1-0,●●●
1,チェンジアップ,113km/h,見逃し,小川 泰弘,宮﨑 敏郎,1-0,●
2,フォーク,127km/h,ボール  [ハーフスイング],小川 泰弘,宮﨑 敏郎,1-0,●
3,フォーク,130km/h,ファウル,小川 泰弘,宮﨑 敏郎,1-0,●
4,フォーク,129km/h,ファウル,小川 泰弘,宮﨑 敏郎,1-0,●
5,スライダー,131km/h,ボール,小川 泰弘,宮﨑 敏郎,1-0,●
6,スライダー,130km/h,三ゴロ,小川 泰弘,宮﨑 敏郎,1-0,●
1,ナックルカーブ,113km/h,ファウル,小川 泰弘,ソト,1-0,●●
2,スライダー,129km/h,三ゴロ,小川 泰弘,ソト,1-0,●●
1,チェンジアップ,113km/h,ボール,小川 泰弘,伊藤 光,1-0,●●●
2,チェンジアップ,113km/h,ボール,小川 泰弘,伊藤 光,1-0,●●●
3,ストレート,143km/h,ファウル,小川 泰弘,伊藤 光,1-0,●●●
4,ストレート,144km/h,ボール,小川 泰弘,伊藤 光,1-0,●●●
5,ストレート,143km/h,空振り,小川 泰弘,伊藤 光,1-0,●●●
6,ストレート,144km/h,ファウル,小川 泰弘,伊藤 光,1-0,●●●
7,ストレート,144km/h,空三振,小川 泰弘,伊藤 光,1-0,●●●
1,フォーク,129km/h,ボール,伊勢 大夢,塩見 泰隆,1-0,●
2,ストレート,147km/h,ファウル,伊勢 大夢,塩見 泰隆,1-0,●
3,ストレート,146km/h,右飛,伊勢 大夢,塩見 泰隆,1-0,●
1,ストレート,148km/h,見逃し,伊勢 大夢,山崎 晃大朗,1-0,●●
2,フォーク,133km/h,見逃し,伊勢 大夢,山崎 晃大朗,1-0,●●
3,ストレート,151km/h,ファウル,伊勢 大夢,山崎 晃大朗,1-0,●●
4,ストレート,148km/h,二ゴロ  [ランニングスロー],伊勢 大夢,山崎 晃大朗,1-0,●●
1,ストレート,-,左安,伊勢 大夢,山田 哲人,1-0,●●
1,ストレート,147km/h,ファウル,伊勢 大夢,村上 宗隆,1-0,●●
2,ストレート,150km/h,ボール,伊勢 大夢,村上 宗隆,1-0,●●
3,ストレート,149km/h,ボール,伊勢 大夢,村上 宗隆,1-0,●●
4,フォーク,135km/h,ボール,伊勢 大夢,村上 宗隆,1-0,●●
5,ストレート,-,四球  [敬遠ぎみ],伊勢 大夢,村上 宗隆,1-0,●●
1,ストレート,148km/h,見逃し,伊勢 大夢,オスナ,1-0,●●
2,ストレート,148km/h,ボール,伊勢 大夢,オスナ,1-0,●●
3,ストレート,149km/h,ボール,伊勢 大夢,オスナ,1-0,●●
4,ストレート,149km/h,ボール,伊勢 大夢,オスナ,1-0,●●
5,スライダー,132km/h,中安,伊勢 大夢,オスナ,1-0,●●
1,スライダー,135km/h,見逃し,伊勢 大夢,丸山 和郁,1-0,●●●
2,ストレート,149km/h,空振り,伊勢 大夢,丸山 和郁,1-0,●●●
3,ストレート,150km/h,ファウル,伊勢 大夢,丸山 和郁,1-0,●●●
4,フォーク,138km/h,投ゴロ,伊勢 大夢,丸山 和郁,1-0,●●●
1,フォーク,127km/h,ファウル,清水 昇,森 敬斗,1-0,●
2,ストレート,148km/h,ボール,清水 昇,森 敬斗,1-0,●
3,フォーク,128km/h,空振り,清水 昇,森 敬斗,1-0,●
4,フォーク,129km/h,ボール  [ワンバウンド],清水 昇,森 敬斗,1-0,●
5,ストレート,150km/h,ファウル,清水 昇,森 敬斗,1-0,●
6,ストレート,148km/h,ファウル,清水 昇,森 敬斗,1-0,●
7,カーブ,117km/h,一ゴロ  [バットの先],清水 昇,森 敬斗,1-0,●
1,フォーク,128km/h,空振り,清水 昇,楠本 泰史,1-0,●●
2,ストレート,149km/h,ファウル,清水 昇,楠本 泰史,1-0,●●
3,ストレート,148km/h,ボール,清水 昇,楠本 泰史,1-0,●●
4,ストレート,148km/h,ファウル,清水 昇,楠本 泰史,1-0,●●
5,フォーク,128km/h,ボール  [ワンバウンド],清水 昇,楠本 泰史,1-0,●●
6,ストレート,147km/h,遊飛  [詰り],清水 昇,楠本 泰史,1-0,●●
1,フォーク,130km/h,空振り,清水 昇,桑原 将志,1-0,●●
2,フォーク,128km/h,ボール  [ワンバウンド],清水 昇,桑原 将志,1-0,●●
3,フォーク,127km/h,ボール  [ワンバウンド],清水 昇,桑原 将志,1-0,●●
4,フォーク,127km/h,ファウル,清水 昇,桑原 将志,1-0,●●
5,ストレート,150km/h,ファウル,清水 昇,桑原 将志,1-0,●●
6,ストレート,149km/h,ファウル,清水 昇,桑原 将志,1-0,●●
7,ストレート,147km/h,ファウル,清水 昇,桑原 将志,1-0,●●
8,フォーク,127km/h,左２,清水 昇,桑原 将志,1-0,●●
1,フォーク,128km/h,空振り,清水 昇,オースティン,1-0,●●●
